ID,pipeline_label,pipeline_score,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,overall_roberta_score,roberta_label,productAsin,country,date,isVerified,ratingScore,reviewTitle,reviewDescription,reviewUrl,reviewedIn,variant,variantAsin
707,NEGATIVE,0.9976692795753479,0.078,0.9,0.022,-0.9578,0.46374863,0.42896038,0.107290976,0.46374863,Negative,B09P82T3PZ,Japan,05-09-2023,False,2,There is almost no difference between the iPhone 13 and 14 (although they cannot be considered refurbished).,"The problem with refurbished products is the appearance and especially the battery. In the first place, users consider replacing their battery when it is around 80%, so no one wants to buy one with the same 80% battery. The lifespan of an iPhone is considered to be between 80% (0) and 100% (20) (within the range of 20). If it arrives at 80%, it cannot be said to be refurbished. Even when buying or reselling used iPhones, except for new ones, they have a maximum charge of 70-80%. Therefore, the way to distinguish between bad and good dealers is mostly determined by the scratches on the exterior and the battery capacity. Incidentally, the usage time at 70% is around 4 hours 70% to 100% (↓) time with maximum load 80% usage time is around 6 hours (maximum charging time generally recommended for replacing) 90% usage time is more than 9 hours 100% usage time is more than 11 hours [Those that do not last half a day are likely to cause stress] I was debating between the 13 and the 14, and I bought the 13, and it was the right decision. The price had come down quite a bit, so I thought there might be differences, but the performance was exactly the same. The only difference was whether the number of cores was one more or one less, and there was almost no difference in terms of operation. There are probably only darker and lighter color variations, but it doesn't seem like an upgrade. The operation is sluggish on both the 13 and 14, and it feels like scrolling (screen movement) doesn't slide. I had the XSmax before, and it was smooth when scrolling (screen movement), so it's a bit disappointing.",https://www.amazon.co.jp/gp/customer-reviews/R1JMJ35C9FOKCR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on September 5, 2023",Size: 128GBColor: Midnight,B09P82GYVF
708,NEGATIVE,0.999477207660675,0.205,0.605,0.19,0.1531,0.9437867,0.050554927,0.0056583495,0.9437867,Negative,B09P82T3PZ,Japan,05-01-2024,True,2,"battery,,,","There were no noticeable scratches or stains on the phone itself, but the battery was at 86%. I was super disappointed.",https://www.amazon.co.jp/gp/customer-reviews/R6LLE6VJ3ASW9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on January 5, 2024",Size: 128GBColor: starlight,B09P82T3PZ
709,NEGATIVE,0.9996790885925293,0.187,0.67,0.143,0.4112,0.9570515,0.03741769,0.005530852,0.9570515,Negative,B09P82T3PZ,Japan,28-06-2024,True,1,worst,"80% battery is too low! What does ""very good"" mean? I don't want to give it even one star!!",https://www.amazon.co.jp/gp/customer-reviews/R3IAUSKHMQDASM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on June 28, 2024",Size: 128GBColor: starlight,B09P82T3PZ
710,POSITIVE,0.99678635597229,0.058,0.825,0.118,0.4644,0.003553689,0.020589393,0.97585696,0.97585696,Positive,B09P82T3PZ,Japan,06-02-2024,True,5,The battery was 100%,"It came with a SIM pin and a charger cable. I'm not sure if it's genuine. There's not a single scratch on it, and the battery is 100%. I'm very happy with it.",https://www.amazon.co.jp/gp/customer-reviews/R18B826Y45HISX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on February 6, 2024",Size: 128GBColor: starlight,B09P82T3PZ
711,NEGATIVE,0.8583353757858276,0.134,0.74,0.126,-0.2139,0.082774036,0.2549983,0.6622277,0.6622277,Positive,B09P82T3PZ,Japan,28-05-2024,True,1,worst,"It was written that it was in very good condition, so I bought it without any doubts, but I was surprised when I received it. The screen was floating. It's not like you can push it back. It's definitely not usable. I'm glad I noticed it right away. I returned it immediately. I'm so glad I didn't accidentally turn it on. I can't believe they inspected it and sent it out. I didn't want to give it even one star, but I had no choice because I couldn't move forward without pressing it.",https://www.amazon.co.jp/gp/customer-reviews/R2A3AVJ5PJ726Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on May 28, 2024",Size: 128GBColor: starlight,B09P82T3PZ
712,POSITIVE,0.9998551607131958,0.126,0.515,0.359,0.6232,0.0021734007,0.009947796,0.98787874,0.98787874,Positive,B09P82T3PZ,Japan,02-01-2024,True,5,It was good that there were no scratches.,There were no scratches and it was very good. I am very satisfied.,https://www.amazon.co.jp/gp/customer-reviews/R1L25WR28IDGA1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on January 2, 2024",Size: 128GBColor: starlight,B09P82T3PZ
713,POSITIVE,0.9955683350563049,0.042,0.661,0.297,0.8919,0.0061746854,0.050476305,0.94334894,0.94334894,Positive,B09P82T3PZ,Japan,18-12-2023,True,5,I am very satisfied,"I was a bit worried when it arrived, but it was in very good condition and the battery was at 97%. I would like to use it again if I have the opportunity.",https://www.amazon.co.jp/gp/customer-reviews/R12QPIZXXM4K2K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on December 18, 2023",Size: 128GBColor: starlight,B09P82T3PZ
714,POSITIVE,0.9998739957809448,0.0,0.556,0.444,0.8012,0.0010904205,0.008555092,0.99035454,0.99035454,Positive,B09P82T3PZ,Japan,20-12-2023,True,5,Very satisfied!,The item arrived in very good condition and I am very happy.,https://www.amazon.co.jp/gp/customer-reviews/R13PQ9D18FNK90/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on December 20, 2023",Size: 128GBColor: starlight,B09P82T3PZ
715,POSITIVE,0.999871015548706,0.0,0.471,0.529,0.9077,0.0013127943,0.012613292,0.986074,0.986074,Positive,B09P82T3PZ,Japan,25-10-2023,True,5,I'm glad it arrived quickly,It's in very good condition and I really like it. I'll take good care of it.,https://www.amazon.co.jp/gp/customer-reviews/RDG7UVYFO5SDA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on October 25, 2023",Size: 128GBColor: starlight,B09P82T3PZ
716,NEGATIVE,0.9959239959716797,0.0,0.939,0.061,0.2382,0.048103955,0.30692562,0.6449704,0.6449704,Positive,B09P82T3PZ,Japan,06-06-2023,True,2,Maximum battery capacity is 94% of its original capacity,"The iPhone itself is in good condition, but the maximum capacity of the battery is only 94% of what it was when it was new. Is this normal for a refurbished product?",https://www.amazon.co.jp/gp/customer-reviews/R3DUFF859THPJ3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on June 6, 2023",Size: 128GBColor: starlight,B09P82T3PZ
717,POSITIVE,0.9748249053955078,0.032,0.773,0.195,0.9205,0.040487826,0.19619319,0.76331896,0.76331896,Positive,B09P82T3PZ,Japan,18-10-2023,True,1,For people who don't really care about the appearance of their iPhone,"It arrived today. The glass isn't broken, but there are many scratches. It was a purchase that I wasn't excited about, even though it cost over 100,000 yen. I guess this is what used items are like. I've decided that when I trade it in, I'll send it off in good condition. I recommend it to people who don't plan on using it for a long time. I'll definitely buy from Apple next time.",https://www.amazon.co.jp/gp/customer-reviews/RAVU6AEEJOGFT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on October 18, 2023",Size: 128GBColor: starlight,B09P82T3PZ
718,NEGATIVE,0.9990140199661255,0.279,0.721,0.0,-0.4767,0.9397841,0.051936436,0.008279427,0.9397841,Negative,B09P82T3PZ,Japan,12-05-2024,True,2,It was beautiful,I'm sad that my battery is only at 82%.,https://www.amazon.co.jp/gp/customer-reviews/RBWEE51KSE5E2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on May 12, 2024",Size: 128GBColor: starlight,B09P82T3PZ
719,POSITIVE,0.9998631477355957,0.0,0.711,0.289,0.7574,0.0011862415,0.012907777,0.985906,0.985906,Positive,B09P82T3PZ,Japan,28-05-2024,True,5,The battery was 100%!,It was like new and the charging cable was brand new in its case too. I'm very happy.,https://www.amazon.co.jp/gp/customer-reviews/R193ODKOOKE19F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on May 28, 2024",Size: 128GBColor: starlight,B09P82T3PZ
720,NEGATIVE,0.999131977558136,0.0,1.0,0.0,0.0,0.27456856,0.6390551,0.08637644,0.6390551,Neutral,B09P82T3PZ,Japan,18-12-2023,True,4,"No scratches, beautiful",It will take some time to get used to purchasing when switching from an Android smartphone.,https://www.amazon.co.jp/gp/customer-reviews/RX5FA3ERSBYN0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on December 18, 2023",Size: 128GBColor: starlight,B09P82T3PZ
721,POSITIVE,0.9992988109588623,0.0,0.797,0.203,0.9603,0.0017923419,0.0101200035,0.9880876,0.9880876,Positive,B09P82T3PZ,Japan,19-04-2024,True,5,I took the plunge and bought it. It was great.,"It was my first time purchasing a refurbished product. There were many stores selling it, and after much deliberation and reading through reviews, I researched and researched company information, and finally decided to make a purchase from your company. It was a beautiful iPhone, like new, with 95% battery, so I was very satisfied with my purchase! Thank you very much. I would like to buy from your company again the next time I need to replace my phone, and would recommend you to anyone who is considering purchasing one. Thank you very much!",https://www.amazon.co.jp/gp/customer-reviews/R38U7ZRTWJ4J2I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on April 19, 2024",Size: 128GBColor: starlight,B09P82T3PZ
722,POSITIVE,0.9911489486694336,0.025,0.789,0.186,0.9819,0.008880697,0.049427528,0.94169176,0.94169176,Positive,B09P82T3PZ,Japan,23-03-2024,True,5,Battery level 90%,"upgraded from the SE 2nd generation and purchased the ""Very Good"" condition. There were no scratches to the naked eye (at a distance of about 15 cm), the screen was not yellowed, and it looked quite clean. The battery was exactly 90%, but the condition for a refurbished product is over 80%, so I think it's reasonable considering the price. It was on sale for 79,800 yen and there were points increased, so it felt like a good deal. It's been two weeks since I started using it, just like the old model, and there are no particular bugs. The camera works without any problems. I'm impressed with the night mode. I feel that the image quality, sound quality, and battery life are much better than the SE 2nd generation, and I'm satisfied. By the way, I'm using the accessories I already had and haven't used any of the ones that were included. Maybe I didn't need them.",https://www.amazon.co.jp/gp/customer-reviews/R2DM5F0EKAJ8QM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on March 23, 2024",Size: 128GBColor: starlight,B09P82T3PZ
723,POSITIVE,0.9995483756065369,0.0,0.233,0.767,0.765,0.0154581955,0.27034974,0.7141921,0.7141921,Positive,B09P82T3PZ,Japan,19-04-2024,True,5,Good value for money,Best value for money,https://www.amazon.co.jp/gp/customer-reviews/R2IYMYEUR147GW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on April 19, 2024",Size: 128GBColor: starlight,B09P82T3PZ
724,NEGATIVE,0.9965410828590393,0.143,0.794,0.064,-0.8336,0.7113576,0.23854558,0.050096888,0.7113576,Negative,B09P82T3PZ,Japan,20-08-2024,True,1,Shock. The SIM card cannot be recognized. No refunds.,"It had a nice appearance. However, when I put the SIM in, the communication was unstable and I couldn't use it. I went to an Aeon Mobile store thinking that the SIM might be bad, but it was fine. When I contacted Apple, they said that the iPhone itself was defective. I can't return it, so I'm just sad that it's so expensive. I'm currently contacting them because I want them to at least exchange it. I'll write about what happened after that.",https://www.amazon.co.jp/gp/customer-reviews/R3N8TK8RE3NV2Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on August 20, 2024",Size: 128GBColor: starlight,B09P82T3PZ
725,POSITIVE,0.9950262904167175,0.059,0.802,0.139,0.4561,0.002343062,0.011368688,0.9862882,0.9862882,Positive,B09P82T3PZ,Japan,08-03-2024,True,5,I am very satisfied!,"I am very satisfied with the iPhone I received, with 92% battery and no scratches. I think I will be fine with buying second-hand products from now on. I plan to continue using your service in the future!",https://www.amazon.co.jp/gp/customer-reviews/R159SPDLYD6JHC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on March 8, 2024",Size: 128GBColor: starlight,B09P82T3PZ
726,POSITIVE,0.9981451034545898,0.0,0.772,0.228,0.8922,0.20058127,0.42992514,0.36949363,0.42992514,Neutral,B09P82T3PZ,Japan,13-07-2024,True,1,Battery capacity 82%,"Someone showed up with 86% battery life, but mine was 82%. I'd need to replace the battery right away (cry). The sticker on the cardboard box said it was in good condition... Please tell me what's good about it.",https://www.amazon.co.jp/gp/customer-reviews/R1YAIFUOAHE4IT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on July 13, 2024",Size: 128GBColor: starlight,B09P82T3PZ
727,NEGATIVE,0.9996521472930908,0.193,0.614,0.193,0.0,0.618188,0.3501112,0.031700738,0.618188,Negative,B09P82T3PZ,Japan,28-12-2023,True,2,Battery wear,The battery was surprisingly worn out. Is that normal?,https://www.amazon.co.jp/gp/customer-reviews/R3C4LWPVVJOBJS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82T3PZ,"Reviewed in Japan on December 28, 2023",Size: 128GBColor: starlight,B09P82T3PZ
728,POSITIVE,0.9995397329330444,0.0,0.905,0.095,0.296,0.016053574,0.18525212,0.7986943,0.7986943,Positive,B09P82T3PZ,Japan,07-02-2024,True,4,No problem with operation,"There were some scratches that were not shown in the pictures or details, but it still works fine and I am using it.",https://www.amazon.co.jp/gp/customer-reviews/R3UWASS0GSE81T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on February 7, 2024",Size: 128GBColor: Midnight,B09P82GYVF
729,NEGATIVE,0.9851424098014832,0.0,0.899,0.101,0.5719,0.6179732,0.29881808,0.08320865,0.6179732,Negative,B09P82T3PZ,Japan,02-02-2024,True,3,Battery health and charging,"The battery status of the device was 83%. If it wasn't at least 90% or more, it wouldn't be called ""Refurbished - Excellent"" as stated in the product description. I will never buy a refurbished product again.",https://www.amazon.co.jp/gp/customer-reviews/R3D7YXXIW00N4P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on February 2, 2024",Size: 128GBColor: Midnight,B09P82GYVF
730,NEGATIVE,0.9949053525924683,0.04,0.792,0.169,0.737,0.022001727,0.17836288,0.7996354,0.7996354,Positive,B09P82T3PZ,Japan,01-02-2024,True,4,beautiful!,"It arrived in great condition! No malfunctions! However, it's not black, but maybe it's just because I didn't do enough research. I thought it was black, but it's more like navy blue. I'll get white next time.",https://www.amazon.co.jp/gp/customer-reviews/R14IPR6BL3WZ2U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on February 1, 2024",Size: 128GBColor: Midnight,B09P82GYVF
731,NEGATIVE,0.9997252821922302,0.121,0.792,0.087,-0.1313,0.8245687,0.15215689,0.023274349,0.8245687,Negative,B09P82T3PZ,Japan,10-05-2024,True,2,Fair,"The exterior is almost scratch-free, but there are some scratches on the edge of the lens and the Lightning connector. The battery is at 83% so I've lowered the rating. It's been refurbished so this is no good.",https://www.amazon.co.jp/gp/customer-reviews/RA24CB35C4XB3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on May 10, 2024",Size: 128GBColor: Midnight,B09P82GYVF
732,POSITIVE,0.9997794032096863,0.278,0.511,0.21,-0.0516,0.0033584519,0.045283355,0.95135814,0.95135814,Positive,B09P82T3PZ,Japan,02-12-2023,True,4,It's beautiful,I'm happy with it and have no problems. The charge was 86%.,https://www.amazon.co.jp/gp/customer-reviews/R3195I9BIGH8J9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on December 2, 2023",Size: 128GBColor: Midnight,B09P82GYVF
733,POSITIVE,0.9998658895492554,0.0,0.556,0.444,0.4927,0.002392093,0.01755009,0.98005784,0.98005784,Positive,B09P82T3PZ,Japan,12-05-2024,True,5,satisfaction,It was a very good product.,https://www.amazon.co.jp/gp/customer-reviews/R2GSHGPH7LDQNS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on May 12, 2024",Size: 128GBColor: Midnight,B09P82GYVF
734,NEGATIVE,0.999434769153595,0.167,0.756,0.077,-0.8397,0.901831,0.08611541,0.012053649,0.901831,Negative,B09P82T3PZ,Japan,05-09-2024,True,1,SIM is not responding,"bought it here because it was not working properly, but I couldn't use the mobile communication. I had the shop check if the SIM was bad, but they said that the SIM was fine and the problem was with the phone itself. It's very disappointing because I bought something that wasn't cheap. What's more, I couldn't return it or get a refund... It's better not to buy a smartphone here.",https://www.amazon.co.jp/gp/customer-reviews/R1DSRHKHWQHCJB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on September 5, 2024",Size: 128GBColor: Midnight,B09P82GYVF
735,NEGATIVE,0.9752189517021179,0.089,0.746,0.165,0.8818,0.12246802,0.3015149,0.5760171,0.5760171,Positive,B09P82T3PZ,Japan,05-02-2024,True,5,I was worried about the second-hand item,"I was very worried because it was second-hand and I saw the low reviews, but it arrived in very good condition. I bought it thinking that as long as the screen was clean, it was fine, and I didn't mind a few scratches. But it was in better condition than I expected. The battery was at 90%. My previous iPhone was totally destroyed, so I needed it urgently, so it was more than enough. The packaging was also very careful. Also, it came with a power outlet charger, which I guess was a service. But it's possible that I got lucky with the gacha, so I buy it at my own risk.",https://www.amazon.co.jp/gp/customer-reviews/R35BCC75OOLXLB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on February 5, 2024",Size: 128GBColor: Midnight,B09P82GYVF
736,POSITIVE,0.9997749924659729,0.023,0.683,0.295,0.9687,0.0031575318,0.01754064,0.9793018,0.9793018,Positive,B09P82T3PZ,Japan,27-02-2024,True,5,It was in very good condition.,"This was my first time purchasing a refurbished product, so I was a little worried, but the appearance was very beautiful. The battery was at 88%, which was higher than I expected, so I was satisfied with that. The shipment arrived one day early, which was also good. I would like to order from you again if I have the opportunity.",https://www.amazon.co.jp/gp/customer-reviews/R2AP3U9JU7KZA6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on February 27, 2024",Size: 128GBColor: Midnight,B09P82GYVF
737,NEGATIVE,0.9992591738700867,0.286,0.714,0.0,-0.34,0.75956154,0.22845489,0.011983604,0.75956154,Negative,B09P82T3PZ,Japan,11-01-2024,True,2,Dirt,There was dirt all around the phone,https://www.amazon.co.jp/gp/customer-reviews/R18U1FKRF1TPEP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on January 11, 2024",Size: 128GBColor: Midnight,B09P82GYVF
738,POSITIVE,0.9207550287246704,0.0,0.932,0.068,0.2263,0.01751261,0.1901787,0.7923087,0.7923087,Positive,B09P82T3PZ,Japan,15-04-2023,True,4,I think it's fine,"Upon closer inspection, I found that it was almost brand new, it came with a charger and data cable, and the battery capacity was at 99%. I was a bit surprised.",https://www.amazon.co.jp/gp/customer-reviews/R2VMB26D9MTR6L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on April 15, 2023",Size: 128GBColor: blue,B09P81HWJG
739,POSITIVE,0.999810516834259,0.0,0.679,0.321,0.9527,0.004438906,0.018328156,0.977233,0.977233,Positive,B09P82T3PZ,Japan,08-12-2023,True,5,In good condition,"The battery was at 92%. There are some small scratches on the bottom side, but you can't see them if you cover it, and it's in good condition. I'm very happy with it. I love it.",https://www.amazon.co.jp/gp/customer-reviews/RQ4C6C8D38S5W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on December 8, 2023",Size: 128GBColor: blue,B09P81HWJG
740,NEGATIVE,0.9997959733009338,0.23,0.77,0.0,-0.6696,0.9737544,0.024329012,0.001916553,0.9737544,Negative,B09P82T3PZ,Japan,12-06-2024,True,1,No returns,The condition of the product was so bad that I couldn't return it even though I wanted to.,https://www.amazon.co.jp/gp/customer-reviews/R1UIIKIRENPW3Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on June 12, 2024",Size: 128GBColor: blue,B09P81HWJG
741,POSITIVE,0.9726013541221619,0.042,0.848,0.11,0.5423,0.0063735954,0.08804342,0.90558296,0.90558296,Positive,B09P82T3PZ,Japan,12-11-2023,True,5,It was in good condition,"There were no scratches on the screen or the body, and it was in good condition. I was also satisfied with the battery capacity, which was 95%. I had read other people's reviews before purchasing, and I wonder if models of this color tend to have a relatively large battery life.",https://www.amazon.co.jp/gp/customer-reviews/R1BI83I9ZQWCQ8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on November 12, 2023",Size: 128GBColor: blue,B09P81HWJG
742,POSITIVE,0.997855007648468,0.027,0.756,0.217,0.9559,0.0042005237,0.020758364,0.9750411,0.9750411,Positive,B09P82T3PZ,Japan,19-06-2023,True,5,From 8 to 13,"I've always bought carriers, but this was the first time I've bought one from Amazon. I was a little worried because it was a refurbished product, but I was impressed that it was in like-new condition. (The box was a bit scratched, but the device itself was fine.) The battery was at 100% capacity (is this a good deal? Or is this normal?). It was the best purchase I've ever made on Amazon (according to my own research).",https://www.amazon.co.jp/gp/customer-reviews/R2Y4SF14XDA3R5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on June 19, 2023",Size: 128GBColor: blue,B09P81HWJG
743,POSITIVE,0.9947209358215332,0.0,0.916,0.084,0.8352,0.0026948813,0.020590883,0.97671425,0.97671425,Positive,B09P82T3PZ,Japan,01-07-2023,True,5,Like new!,"I was looking at the reviews and it seemed like a gadget, so I was wondering whether to buy a new one from the Apple Store or from Amazon, but since it's for my daughter who is in high school, I took a gamble and chose this one, which is cheaper than a new one. It arrived quickly, the battery was at 100%, it was in the iPhone box, the charging cord was unused, and it was in almost new condition, so I was right to buy this! My daughter is also very happy because she's upgrading from the X. It's more than enough for a high school student.",https://www.amazon.co.jp/gp/customer-reviews/R17B11RHYV4R20/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on July 1, 2023",Size: 128GBColor: blue,B09P81HWJG
744,NEGATIVE,0.9980106949806213,0.121,0.847,0.032,-0.6647,0.8979814,0.090260096,0.0117585305,0.8979814,Negative,B09P82T3PZ,Japan,06-06-2023,True,1,There were numerous scratches on the screen,"The packaging was carefully wrapped, but when I opened it, there were numerous small scratches on the screen. It seems that they were probably there during shipping. I was looking forward to it, so it was disappointing.",https://www.amazon.co.jp/gp/customer-reviews/RGWYVEP6AVVT8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on June 6, 2023",Size: 128GBColor: blue,B09P81HWJG
745,NEGATIVE,0.9978487491607666,0.088,0.912,0.0,-0.6369,0.40389013,0.50339544,0.09271441,0.50339544,Neutral,B09P82T3PZ,Japan,19-10-2023,False,1,Be careful with Ecosta's items!,"I bought a SIM-free iPhone from Ecosta. However, the usage restrictions on SoftBank were set to ▲ on IME, and it was a situation where usage restrictions could be imposed at any time. When I inquired, IME stated it on the product page. Since the SIM lock has been removed, there is no problem in selling it as a SIM-free, and they said they could not provide a warranty, so they turned me away.",https://www.amazon.co.jp/gp/customer-reviews/RCQXF8UH2PNR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on October 19, 2023",Size: 128GBColor: blue,B09P81HWJG
746,NEGATIVE,0.9949550032615662,0.184,0.816,0.0,-0.6946,0.9121707,0.08068177,0.007147497,0.9121707,Negative,B09G9J5JZX,United Arab Emirates,22-10-2021,True,3,False advertising,I ordered the phone with FaceTime but after using the phone i relies it did not come with face time that was very disappointing.,https://www.amazon.ae/gp/customer-reviews/R3K7RK59DOI2G7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G91L347,Reviewed in the United Arab Emirates on 22 October 2021,Size: 512 GBColour: Midnight,B09G91L347
747,POSITIVE,0.9991449117660522,0.101,0.645,0.254,0.8521,0.004288752,0.015846374,0.97986495,0.97986495,Positive,B09G9J5JZX,United Arab Emirates,22-07-2024,True,4,Working Great,"I bought it for my husband as a gift for my husband just love it, he has XR before. Works best like any other iPhone only issue is there are no accessories just a wire only even a Screen protector was not included.overall great product.",https://www.amazon.ae/gp/customer-reviews/R8PJO6W89JGX8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 22 July 2024,Size: 128 GBColour: Blue,B09G9DZFQ7
748,POSITIVE,0.9993917942047119,0.0,0.813,0.187,0.8074,0.0028973182,0.037871845,0.95923084,0.95923084,Positive,B09G9J5JZX,United Arab Emirates,15-03-2024,True,5,Authentic 100% TRA unit,I purchased this on 15th Mar 2024. I received it and it was sold by iStyle authorized apple seller. The unit I received was genuine TRA unit brand new sealed box. Thanks amazon and iStyle for delivering an excellent online shopping experience.,https://www.amazon.ae/gp/customer-reviews/R50M868J4XDCF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 15 March 2024,Size: 128 GBColour: Blue,B09G9DZFQ7
749,POSITIVE,0.9998515844345093,0.0,0.417,0.583,0.4215,0.0025626398,0.02727527,0.97016203,0.97016203,Positive,B09G9J5JZX,United Arab Emirates,30-03-2024,True,5,Excellent,Liked very much,https://www.amazon.ae/gp/customer-reviews/R25XUBFF60N27N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 30 March 2024,Size: 128 GBColour: Blue,B09G9DZFQ7
750,POSITIVE,0.7868252396583557,0.0,1.0,0.0,0.0,0.14505138,0.7862725,0.068676114,0.7862725,Neutral,B09G9J5JZX,United Arab Emirates,20-12-2023,True,4,Good,As per the expectation,https://www.amazon.ae/gp/customer-reviews/RGXX9SRMWE6YM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 20 December 2023,Size: 128 GBColour: Blue,B09G9DZFQ7
751,POSITIVE,0.9976181387901306,0.06,0.802,0.138,0.6361,0.028550636,0.1299266,0.8415228,0.8415228,Positive,B09G9J5JZX,United Arab Emirates,24-05-2023,True,4,PRODUCT IS PERFECT / DELIVERY PACKAGE IS NOT GOOD,THE PRODUCT IS VERY GOOD AND PERFECTBUT THE PACKAGING THE AMAZONE BOX IS LITTLE BIG AND PHONE IS MOVING AND JURKING WHEN THEY DELIVERY TIME.IT SHOULD PACKING PERFECTLY WITHOUT MOVING THE MOBILE.MAYB SOME DAMAGE INCASE.I DONT KNW IF ANY ISSUE FOR MY DEVICE AFTER FEW DAYS,https://www.amazon.ae/gp/customer-reviews/R2FMZPAI2866CK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 24 May 2023,Size: 128 GBColour: Blue,B09G9DZFQ7
